ID,Crop Name,N (kg/ha),P (kg/ha),K (kg/ha),Temp (°C),Rain (mm),Hum (%),pH,Soil Type,Season
3748,Green Gram,39.14,49.49,20.25,33.31,777.11,68.4,6.61,Loamy,Kharif/Zaid
3749,Stevia,96.48,70.16,78.08,18.42,1503.97,82.63,6.7,Alluvial,Perennial
3750,Chickpea,29.77,50.68,28.84,23.79,446.37,48.64,7.8,Black,Rabi
3751,Niger Seed,46.28,48.42,39.8,25.84,643.68,60.19,7.01,Red,Kharif
3752,Taramira,43.6,34.39,22.83,22.86,343.75,32.71,7.61,Arid/Desert,Rabi
3753,Pigeon Pea,27.43,72.44,29.32,32.7,915.61,50.78,6.62,Alluvial,Kharif
3754,Maize (Corn),135.01,66.94,56.44,24.5,900.23,74.99,6.57,Loamy,Kharif
3755,Cowpea,39.24,47.3,28.03,26.1,612.99,60.7,6.88,Alluvial,Kharif
3756,Almonds,176.6,81.67,134.5,0.0,751.51,52.6,7.12,Arid,Perennial
3757,Tea,149.04,35.15,81.23,19.79,2037.45,89.24,4.74,Laterite,Perennial
3758,Potato,170.0,126.55,167.87,17.04,817.74,73.78,5.87,Sandy Loam,Rabi
3759,Bitter Gourd,62.26,42.63,78.66,34.21,504.55,74.59,6.71,Alluvial,Zaid/Kharif
3760,Cinnamon,92.61,44.63,94.08,21.75,2316.11,90.07,5.52,Red,Perennial
3761,Radish,77.14,48.26,75.23,13.98,677.16,59.68,7.15,Sandy Loam,Rabi
3762,Gokhru,25.77,30.42,34.11,24.12,447.28,44.77,7.6,Arid/Desert,Kharif
3763,Rapeseed,94.33,51.27,39.2,7.68,571.07,54.44,7.26,Loamy,Rabi
3764,Little Millet,30.71,20.09,20.31,23.18,464.86,50.35,6.74,Sandy,Kharif
3765,Mushrooms,13.42,6.01,5.99,22.46,683.75,80.79,7.1,Peaty/Organic Waste,Year-round
3766,Cluster Bean,23.91,54.21,24.06,27.54,363.7,54.91,7.16,Arid,Kharif
3767,Turmeric,147.95,64.03,101.79,26.54,1507.99,71.95,6.85,Laterite,Kharif
3768,Ragi,76.63,39.26,37.94,21.11,836.84,70.81,6.97,Sandy,Kharif
3769,Green Gram,34.08,44.05,24.18,29.43,641.22,67.71,7.08,Red,Kharif/Zaid
3770,Nutmeg,99.56,57.1,99.39,22.19,2921.44,77.45,6.31,Laterite,Perennial
3771,Chili,111.39,61.41,72.68,21.19,766.13,72.71,6.26,Loamy,Kharif/Rabi
3772,Cinnamon,85.44,57.33,85.81,29.77,2440.32,85.61,5.28,Laterite,Perennial
3773,Turmeric,143.87,56.37,104.55,23.53,2058.07,88.86,5.76,Laterite,Kharif
3774,Peach,134.22,70.06,97.65,0.0,850.27,72.91,6.6,Forest,Perennial
3775,Mango,118.44,68.02,147.01,27.27,1046.23,62.69,7.31,Alluvial,Perennial (Fruiting: Summer)
3776,Rice (Paddy),144.99,54.13,45.11,33.93,1529.96,73.8,5.75,Alluvial,Kharif
3777,Cluster Bean,27.26,54.42,28.05,33.98,325.59,39.56,7.64,Sandy,Kharif
3778,Lentil,25.65,41.69,20.27,21.71,564.48,37.78,6.46,Alluvial,Rabi
3779,Ridge Gourd,65.38,48.75,66.84,28.4,818.94,61.22,6.68,Red,Zaid/Kharif
3780,Foxtail Millet,57.08,23.46,29.38,26.56,635.86,45.23,6.93,Black,Kharif
3781,Apricot,122.25,75.21,100.7,0.0,866.28,61.74,6.97,Forest,Perennial
3782,Ash Gourd,63.4,55.74,73.66,23.5,556.8,66.15,7.15,Sandy Loam,Zaid/Kharif
3783,Taramira,55.17,39.46,28.58,25.08,270.85,41.11,7.05,Arid/Desert,Rabi
3784,Brinjal,103.35,56.47,78.78,28.43,967.94,60.74,7.18,Loamy,Kharif/Rabi
3785,Sunn Hemp,27.4,55.58,34.27,31.15,950.41,59.39,7.19,Alluvial,Kharif
3786,Sunflower,96.8,75.54,40.11,18.03,727.1,64.65,7.35,Black,Kharif/Rabi/Zaid
3787,Kinnow,139.72,66.95,113.36,23.68,715.49,63.29,7.63,Sandy Loam,Perennial (Fruiting: Winter)
3788,Drumstick,57.27,52.66,78.2,30.07,728.2,55.09,6.34,Alluvial,Perennial
3789,Cotton,101.48,73.07,56.58,25.6,1079.59,64.03,5.63,Black (Regur),Kharif
3790,Rajma,105.91,75.41,55.61,23.93,747.9,70.83,5.86,Alluvial,Rabi
3791,Grapes,146.66,155.21,291.06,36.76,754.64,61.21,6.77,Sandy,Perennial (Fruiting: Spring)
3792,Horse Gram,20.4,30.09,22.79,24.77,528.53,55.4,6.86,Sandy,Kharif
3793,Tea,173.39,44.02,72.56,16.59,1987.74,76.53,5.4,Forest,Perennial
3794,Date Palm,95.67,42.04,107.16,32.8,136.27,24.34,8.16,Saline,Perennial
3795,Bottle Gourd,68.71,46.41,74.8,28.24,559.78,62.92,6.1,Alluvial,Zaid/Kharif
3796,Strawberry,121.96,91.06,144.14,0.0,907.55,61.23,5.72,Forest/Mountain,Rabi/Winter
3797,Cauliflower,125.93,98.81,98.43,18.3,747.16,64.25,6.42,Loamy,Rabi
3798,Peach,101.29,76.49,118.04,0.0,819.86,64.35,6.03,Forest,Perennial
3799,Amla,69.19,58.59,40.09,33.71,893.52,61.62,7.21,Red,Perennial
3800,Betel Vine,198.23,136.72,146.93,31.44,2126.67,78.82,7.37,Alluvial,Perennial
3801,Cinnamon,90.36,45.27,92.8,27.09,2366.42,93.68,5.43,Laterite,Perennial
3802,Lemongrass,64.48,49.41,48.77,29.16,1728.7,88.31,6.25,Alluvial,Perennial
3803,Coriander,64.92,48.99,41.08,16.8,582.6,73.8,6.5,Black,Rabi
3804,Vanilla,85.26,48.84,98.13,29.36,2671.9,93.1,5.32,Laterite,Perennial
3805,Bottle Gourd,61.42,50.76,77.25,24.99,575.67,60.86,6.57,Sandy Loam,Zaid/Kharif
3806,Vanilla,93.23,55.12,84.86,24.41,2660.51,85.54,5.9,Red,Perennial
3807,Garlic,107.46,57.97,97.67,13.15,620.26,56.98,7.34,Black,Rabi
3808,Coconut,0.0,0.0,0.0,25.96,2333.88,94.17,7.4,Sandy,Perennial
3809,Fenugreek,44.23,44.47,20.45,17.86,403.56,70.4,6.07,Loamy,Rabi
3810,Ajwain,53.16,26.72,34.19,29.75,488.83,47.27,6.97,Sandy Loam,Rabi
3811,Pomegranate,78.24,45.24,66.05,32.19,589.03,44.87,7.63,Loamy,Perennial
3812,Proso Millet,31.55,24.33,23.18,30.17,403.93,38.76,6.9,Red,Kharif
3813,Garlic,105.8,58.0,93.14,24.21,574.22,52.1,7.22,Alluvial,Rabi
3814,Fenugreek,47.2,51.95,29.25,25.21,520.94,69.97,7.63,Loamy,Rabi
3815,Almonds,158.5,84.7,132.0,0.0,651.51,63.87,6.67,Mountain,Perennial
3816,Toria,65.18,47.4,26.42,15.52,572.61,46.91,6.82,Loamy,Rabi
3817,Ginger,105.24,73.91,105.98,25.83,1553.01,89.01,6.31,Red,Kharif
3818,Brahmi,79.36,40.09,40.55,27.96,2500.19,86.9,6.47,Peaty/Marshy,Perennial
3819,Sweet Corn,123.95,62.0,56.6,25.9,877.6,65.09,7.1,Loamy,Kharif
3820,Tea,135.1,37.06,89.6,24.53,2860.05,83.87,5.17,Forest,Perennial
3821,Maize (Corn),107.2,73.19,42.86,20.67,502.31,61.19,6.18,Alluvial,Kharif
3822,Makhana,62.16,43.4,53.51,27.34,2606.4,94.1,6.04,Peaty,Kharif
3823,Barnyard Millet,39.81,24.56,21.6,23.71,519.1,47.0,6.43,Alluvial,Kharif
3824,Date Palm,101.92,54.99,85.32,38.48,139.0,35.58,8.47,Arid/Desert,Perennial
3825,Khesari,22.07,41.2,24.85,16.99,518.39,38.79,6.81,Alluvial,Rabi
3826,Curry Leaves,79.87,55.97,70.79,24.64,1367.66,63.47,7.25,Red,Perennial
3827,Jute,86.21,41.81,56.21,36.44,1243.06,86.47,7.18,Alluvial,Kharif
3828,Cocoa,120.81,75.93,112.47,26.55,2262.72,77.77,6.64,Alluvial,Perennial
3829,Bitter Gourd,70.51,49.22,67.58,29.45,620.34,73.79,6.22,Sandy Loam,Zaid/Kharif
3830,Jackfruit,96.85,52.83,82.7,25.77,1861.62,69.69,5.9,Alluvial,Perennial
3831,Bamboo,155.36,51.31,146.71,34.4,1890.03,79.35,6.06,Alluvial,Perennial
3832,Star Anise,74.93,52.52,59.2,22.24,1761.7,75.4,6.68,Sub-Montane,Perennial
3833,Kinnow,123.88,59.2,111.23,22.79,1183.28,66.52,7.44,Sandy Loam,Perennial (Fruiting: Winter)
3834,Litchi,107.42,72.52,112.13,23.55,1647.83,81.42,6.49,Loamy,Perennial
3835,Ashwagandha,32.57,54.58,22.72,26.5,696.81,51.02,7.9,Sandy Loam,Kharif/Rabi
3836,Rajma,102.51,74.39,59.82,15.38,803.29,61.08,6.03,Forest,Rabi
3837,Ash Gourd,74.61,49.72,65.84,24.74,597.73,70.83,7.17,Alluvial,Zaid/Kharif
3838,Kalmegh,44.94,39.97,44.21,23.02,1547.69,81.75,7.02,Forest,Kharif
3839,Rice (Paddy),101.29,40.99,40.47,26.35,1671.14,71.81,6.32,Peaty/Marshy,Kharif
3840,Proso Millet,38.63,22.46,23.05,31.71,522.83,38.62,6.74,Red,Kharif
3841,Capsicum,119.14,98.03,115.08,19.87,784.53,72.41,6.51,Alluvial,Kharif/Rabi
3842,Brahmi,65.18,40.69,47.42,24.44,2326.31,92.05,6.22,Peaty/Marshy,Perennial
3843,Spinach,98.54,48.07,58.71,15.79,624.84,76.76,6.51,Alluvial,Rabi
3844,Mushrooms,10.15,8.64,6.64,21.7,727.28,84.46,7.03,Peaty/Organic Waste,Year-round
3845,Maize (Corn),146.46,62.23,49.21,26.58,999.88,68.99,6.07,Red,Kharif
3846,Jasmine,112.49,101.73,117.2,33.19,1357.46,70.5,7.02,Red,Perennial
3847,Groundnut,45.02,58.97,71.82,30.71,634.08,67.24,6.68,Red,Kharif
3848,Wood Apple,49.36,35.65,52.41,38.62,936.64,62.83,8.23,Alluvial,Perennial
3849,Oil Palm,169.88,88.78,162.52,27.3,2392.74,76.62,5.96,Alluvial,Perennial
3850,Cabbage,126.4,91.39,98.01,22.72,558.36,63.14,6.08,Alluvial,Rabi
3851,Banana,240.21,51.08,290.51,35.0,2641.43,83.36,6.54,Black,Perennial
3852,Amla,73.74,48.08,43.81,33.1,535.33,68.02,6.66,Saline,Perennial
3853,Cabbage,142.0,82.58,86.39,16.54,581.47,81.44,6.33,Alluvial,Rabi
3854,Jasmine,104.19,104.51,110.53,26.7,1643.93,82.22,7.34,Alluvial,Perennial
3855,Cherry,124.93,92.89,138.11,0.0,982.05,76.8,6.57,Karewa,Perennial
3856,Almonds,168.33,85.39,118.61,0.0,676.96,41.91,7.84,Mountain,Perennial
3857,Lettuce,90.25,53.2,40.98,5.85,451.64,61.06,6.66,Loamy,Rabi
3858,Oil Palm,178.48,118.28,151.86,30.5,2665.63,87.07,5.07,Laterite,Perennial
3859,Tobacco,107.01,67.63,114.38,22.78,1130.98,74.19,6.76,Loamy,Kharif/Rabi
3860,Mushrooms,17.05,5.48,8.69,27.58,555.83,84.16,7.03,Peaty/Organic Waste,Year-round
3861,Niger Seed,51.61,44.2,37.34,27.16,996.9,68.95,6.51,Laterite,Kharif
3862,Moth Beans,21.47,39.48,21.89,34.11,406.82,34.15,7.51,Arid/Desert,Kharif
3863,Wood Apple,49.25,41.4,52.92,22.91,705.41,45.39,8.22,Alluvial,Perennial
3864,Turmeric,117.73,71.26,133.58,29.45,2315.04,78.84,5.59,Laterite,Kharif
3865,Clove,80.13,56.94,93.21,31.36,2164.98,84.78,5.16,Coastal,Perennial
3866,Jasmine,113.1,111.86,104.46,22.24,1780.23,74.97,7.16,Red,Perennial
3867,Safflower,51.05,52.68,23.2,21.24,598.23,43.4,6.14,Alluvial,Rabi
3868,Pigeon Pea,38.24,60.09,25.19,27.54,911.67,60.44,7.22,Loamy,Kharif
3869,Mulberry,285.25,138.18,132.22,25.98,901.31,73.1,6.49,Alluvial,Perennial
3870,Marigold,66.89,70.64,68.59,27.94,692.12,77.15,7.2,Loamy,Kharif/Rabi
3871,Coconut,0.0,0.0,0.0,26.36,1462.52,83.41,6.69,Alluvial,Perennial
3872,Kiwi,122.3,70.46,119.75,17.95,1356.98,78.35,6.23,Forest,Perennial
3873,Amaranth,62.66,39.61,33.83,21.9,668.62,56.88,6.27,Alluvial,Kharif
3874,Sesame,40.28,33.07,29.73,32.51,499.84,58.7,6.1,Sandy,Kharif
3875,Moth Beans,17.45,38.07,22.54,27.17,338.62,36.54,8.18,Sandy,Kharif
3876,Fig,60.6,56.12,84.86,20.01,690.33,51.59,6.51,Sandy,Perennial
3877,Sweet Corn,148.09,77.78,43.0,24.33,936.52,66.09,6.89,Loamy,Kharif
3878,French Bean,97.29,86.89,57.34,15.15,759.18,66.77,5.51,Loamy,Kharif/Rabi
3879,Coconut,0.0,0.0,0.0,26.76,1146.15,80.86,6.18,Alluvial,Perennial
3880,Clove,97.84,41.24,82.46,24.32,3461.12,84.59,6.45,Laterite,Perennial
3881,Cocoa,124.26,62.22,103.94,21.39,2259.12,87.27,6.07,Red,Perennial
3882,Tamarind,56.83,41.53,59.95,28.53,1489.09,73.11,8.21,Red,Perennial
3883,Cowpea,32.48,50.65,22.39,28.93,506.45,69.36,6.12,Red,Kharif
3884,Kinnow,106.98,62.58,98.68,22.57,933.95,59.04,6.05,Sandy Loam,Perennial (Fruiting: Winter)
3885,Avocado,125.6,62.73,126.29,22.31,1079.71,70.93,6.59,Red,Perennial
3886,Banana,180.77,87.61,277.36,29.26,2368.44,79.99,7.3,Loamy,Perennial
3887,Sesame,44.48,30.37,20.05,34.67,627.02,54.57,5.68,Sandy,Kharif
3888,Oats,88.14,44.15,44.55,15.57,735.37,68.65,6.55,Loamy,Rabi
3889,Cowpea,29.93,49.07,30.28,27.39,536.41,61.64,6.08,Alluvial,Kharif
3890,Popcorn,131.53,64.48,42.53,20.4,799.29,74.94,6.32,Alluvial,Kharif
3891,Lettuce,83.54,40.29,53.94,12.25,524.5,73.49,6.43,Loamy,Rabi
3892,Popcorn,133.16,79.03,46.48,30.23,691.98,72.58,6.2,Alluvial,Kharif
3893,Guava,61.89,46.15,66.65,22.13,1492.65,60.55,7.28,Loamy,Perennial
3894,Cauliflower,130.51,93.95,90.13,25.05,746.54,63.24,6.75,Loamy,Rabi
3895,Kiwi,131.56,65.28,142.13,12.4,1145.94,71.18,6.43,Forest,Perennial
3896,Turmeric,128.04,58.76,130.6,22.15,2242.16,78.99,5.62,Alluvial,Kharif
3897,Arecanut,101.26,44.7,164.27,32.57,2297.18,72.06,6.6,Coastal,Perennial
3898,Opium Poppy,90.44,69.67,66.49,9.56,532.49,61.84,6.91,Alluvial,Rabi
3899,Lentil,26.65,46.76,27.09,16.31,585.97,53.9,6.18,Alluvial,Rabi
3900,Saffron,90.14,52.7,72.14,0.0,451.62,45.23,7.39,Karewa Soil,Rabi (Autumn)
3901,Radish,72.35,57.12,63.66,23.78,614.95,59.87,6.24,Alluvial,Rabi
3902,Ber,42.44,33.74,48.18,26.78,474.16,54.17,7.87,Saline,Perennial
3903,Bitter Gourd,61.15,42.6,73.81,28.44,817.6,72.35,6.04,Red,Zaid/Kharif
3904,Sapota,82.92,78.93,118.9,25.04,1725.23,75.02,6.11,Coastal,Perennial
3905,Maize (Corn),144.63,76.36,56.3,31.89,528.43,67.32,6.43,Forest,Kharif
3906,Marigold,85.04,86.04,80.11,20.41,719.86,71.96,6.03,Alluvial,Kharif/Rabi
3907,Isabgol,47.03,34.86,32.57,21.36,393.77,42.87,7.86,Sandy Loam,Rabi
3908,Sapota,84.2,62.34,80.42,28.51,1968.8,74.07,7.16,Coastal,Perennial
3909,Fig,65.84,55.22,94.45,33.21,622.91,54.2,7.19,Sandy,Perennial
3910,Marigold,85.78,61.91,67.97,20.4,679.06,69.68,6.76,Alluvial,Kharif/Rabi
3911,Okra,112.6,59.07,58.36,25.26,1012.47,75.59,6.05,Alluvial,Kharif/Zaid
3912,Cauliflower,145.38,83.1,91.2,15.77,594.7,81.02,6.47,Alluvial,Rabi
3913,Barnyard Millet,30.1,24.76,23.28,24.69,457.0,62.28,6.83,Alluvial,Kharif
3914,Chickpea,29.88,58.99,21.92,20.09,592.43,38.78,7.05,Black,Rabi
3915,Brinjal,111.72,66.12,65.96,27.36,613.54,60.05,6.6,Alluvial,Kharif/Rabi
3916,Wheat,120.37,52.36,52.05,20.73,886.95,42.43,6.95,Alluvial,Rabi
3917,Pigeon Pea,33.17,74.68,37.36,25.74,968.83,59.39,6.61,Loamy,Kharif
3918,Lentil,21.33,49.8,20.33,15.46,435.54,47.57,6.91,Loamy,Rabi
3919,Castor Seed,78.92,41.22,21.06,20.14,786.82,58.38,6.07,Sandy Loam,Kharif
3920,Muskmelon,75.95,69.41,92.24,37.68,528.87,50.97,7.34,Arid,Zaid
3921,Fig,76.25,52.49,82.87,23.31,798.61,45.66,8.13,Sandy,Perennial
3922,Okra,105.33,57.15,55.48,26.25,653.49,76.84,6.44,Alluvial,Kharif/Zaid
3923,Linseed,76.45,44.09,36.48,23.31,765.58,69.87,7.34,Black,Rabi
3924,Date Palm,81.56,47.43,106.97,41.15,198.19,22.54,8.21,Saline,Perennial
3925,Coffee,101.51,49.17,110.09,19.94,1913.93,81.99,5.9,Forest,Perennial
3926,Cotton,102.12,71.21,51.12,23.37,505.16,57.63,5.75,Alluvial,Kharif
3927,Chickpea,24.0,59.79,25.99,17.11,437.61,39.79,6.07,Alluvial,Rabi
3928,Kiwi,128.76,79.19,106.03,7.23,1217.19,70.13,5.79,Forest,Perennial
3929,Khesari,21.51,42.1,29.89,22.08,474.73,35.68,7.68,Clayey,Rabi
3930,Cherry,128.94,80.71,100.96,0.0,1040.19,60.97,6.64,Karewa,Perennial
3931,Stevia,94.07,72.83,63.43,17.75,1570.22,89.55,6.31,Alluvial,Perennial
3932,Fig,77.52,57.99,93.82,32.42,522.08,59.64,7.02,Alluvial,Perennial
3933,Avocado,103.18,71.44,149.81,27.16,1017.41,61.82,6.25,Laterite,Perennial
3934,Rose,139.39,131.21,128.9,23.55,803.64,79.06,6.74,Red,Perennial
3935,Peach,112.9,76.49,104.52,0.0,1155.03,67.99,6.16,Loamy,Perennial
3936,Capsicum,111.5,90.8,101.34,24.3,732.05,63.99,6.38,Forest,Kharif/Rabi
3937,Horse Gram,20.24,34.71,23.93,27.08,632.21,58.72,6.68,Red,Kharif
3938,Chili,109.35,71.6,77.71,20.43,971.46,59.65,6.08,Black,Kharif/Rabi
3939,Toria,72.23,48.31,27.07,19.4,613.26,48.51,6.86,Alluvial,Rabi
3940,Bajra,77.41,36.4,35.06,33.43,492.19,36.99,7.23,Sandy,Kharif
3941,Opium Poppy,91.64,69.64,65.08,20.57,631.54,59.7,6.54,Loamy,Rabi
3942,Kodo Millet,30.69,23.14,21.16,22.43,547.13,43.29,7.6,Gravelly,Kharif
3943,Avocado,124.75,78.98,137.27,18.55,1068.33,73.04,5.93,Red,Perennial
3944,Khesari,23.9,48.59,28.83,15.18,366.15,50.13,7.96,Clayey,Rabi
3945,Sweet Potato,72.69,48.86,144.72,27.27,784.53,78.81,6.46,Alluvial,Kharif/Rabi
3946,Cashew Nut,79.31,30.12,45.91,28.3,1228.46,75.06,5.86,Laterite,Perennial
3947,Date Palm,84.73,52.2,111.86,43.56,144.36,27.91,7.76,Sandy,Perennial
3948,Rajma,111.95,73.81,42.7,15.76,712.2,78.89,6.43,Forest,Rabi
3949,Lentil,25.28,43.72,22.78,18.14,482.73,40.62,6.81,Loamy,Rabi
3950,Betel Vine,190.35,145.4,141.77,25.73,2485.06,77.31,7.41,Alluvial,Perennial
3951,Coriander,68.67,47.58,40.79,15.9,477.38,51.19,7.58,Alluvial,Rabi
3952,Kalmegh,57.82,35.88,45.4,20.67,1464.9,66.06,6.15,Red,Kharif
3953,French Bean,82.63,89.88,41.99,22.9,863.3,61.08,5.64,Alluvial,Kharif/Rabi
3954,Cluster Bean,27.76,52.11,20.61,29.35,494.8,51.89,7.43,Sandy,Kharif
3955,Guar Seed,25.42,45.73,20.71,30.33,494.6,30.88,8.49,Sandy,Kharif
3956,Brinjal,147.97,58.33,76.16,24.49,782.23,67.9,7.01,Alluvial,Kharif/Rabi
3957,Aloe Vera,31.41,22.53,25.1,27.81,431.12,45.67,8.3,Sandy,Perennial
3958,Jasmine,117.42,118.28,107.72,24.0,1738.29,88.0,6.5,Loamy,Perennial
3959,Custard Apple,54.07,36.63,45.06,25.81,651.1,55.56,6.44,Gravelly,Perennial
3960,Walnuts,197.44,118.26,113.24,0.0,979.83,53.18,6.1,Karewa,Perennial
3961,Ajwain,46.81,23.3,32.86,30.75,301.63,55.21,7.67,Alluvial,Rabi
3962,Pumpkin,66.93,53.56,65.17,29.42,510.33,67.82,7.15,Red,Zaid/Kharif
3963,Tamarind,45.8,43.75,62.34,29.8,935.48,54.02,7.68,Gravelly,Perennial
3964,Custard Apple,43.73,41.77,46.37,29.71,541.29,74.46,6.89,Sandy,Perennial
3965,Barnyard Millet,30.13,23.78,21.74,26.72,713.87,50.46,6.27,Alluvial,Kharif
3966,Bitter Gourd,60.54,52.24,62.18,24.82,704.12,65.23,6.93,Red,Zaid/Kharif
3967,Apricot,136.05,73.67,90.54,0.0,688.97,55.49,7.22,Forest,Perennial
3968,Oats,99.0,43.34,46.38,9.16,569.54,60.33,6.58,Alluvial,Rabi
3969,Muskmelon,68.59,63.14,91.38,27.57,461.08,57.71,6.02,Sandy,Zaid
3970,Kodo Millet,39.23,20.2,20.81,22.57,591.22,39.94,7.9,Red,Kharif
3971,Guava,83.13,41.21,61.49,21.46,1293.58,67.11,6.06,Red,Perennial
3972,Almonds,163.99,98.23,135.11,0.0,507.91,54.02,6.7,Karewa,Perennial
3973,Aloe Vera,32.39,33.67,21.83,39.8,230.47,36.82,8.03,Sandy,Perennial
3974,Maize (Corn),129.4,73.43,51.6,21.29,665.31,69.36,7.0,Alluvial,Kharif
3975,Watermelon,77.95,71.86,95.74,34.07,639.82,54.5,7.04,Alluvial,Zaid
3976,Groundnut,29.74,64.03,64.86,25.28,1046.57,55.42,7.27,Alluvial,Kharif
3977,Opium Poppy,95.63,79.0,67.79,15.24,546.25,55.58,6.41,Loamy,Rabi
3978,Brahmi,68.91,43.62,45.55,30.21,2672.92,91.04,5.84,Peaty/Marshy,Perennial
3979,Mulberry,292.3,145.38,149.14,31.97,930.43,60.27,6.22,Red,Perennial
3980,Guar Seed,24.5,45.92,27.97,27.41,442.55,44.77,7.58,Arid/Desert,Kharif
3981,Wheat,119.68,55.3,50.67,20.82,692.69,44.05,7.43,Alluvial,Rabi
3982,Turmeric,101.63,50.15,129.72,27.3,2511.0,88.39,5.69,Alluvial,Kharif
3983,Spinach,90.79,43.21,40.12,23.92,497.77,76.67,7.29,Alluvial,Rabi
3984,Wheat,122.45,50.36,57.99,15.03,629.13,43.68,7.18,Black,Rabi
3985,Chili,105.04,63.38,75.34,20.41,1039.76,56.29,7.17,Alluvial,Kharif/Rabi
3986,Black Gram,38.49,53.45,37.52,32.14,685.8,68.26,6.8,Black,Kharif
3987,Mace,65.96,45.98,103.39,29.73,3026.62,91.3,6.49,Laterite,Perennial
3988,Capsicum,106.62,83.49,111.94,19.38,814.18,62.51,6.37,Loamy,Kharif/Rabi
3989,Grapes,118.17,168.6,222.93,24.15,624.35,68.81,6.96,Alluvial,Perennial (Fruiting: Spring)
3990,Cinnamon,80.25,55.38,83.98,30.86,2644.1,84.67,5.96,Laterite,Perennial
3991,Pigeon Pea,44.48,62.33,30.66,23.23,930.93,67.0,7.08,Loamy,Kharif
3992,Almonds,125.62,81.42,108.57,0.0,716.07,49.7,6.68,Mountain,Perennial
3993,Peach,117.58,61.15,80.96,0.0,916.62,72.09,5.93,Loamy,Perennial
3994,Brahmi,76.4,41.67,41.18,28.07,2451.21,91.21,7.11,Peaty/Marshy,Perennial
3995,Mace,70.38,40.72,109.19,21.52,2216.64,77.97,5.72,Red,Perennial
3996,Saffron,90.92,50.87,62.31,0.0,499.35,46.47,6.5,Karewa Soil,Rabi (Autumn)
3997,Pumpkin,66.19,53.3,73.92,23.52,597.67,74.54,6.48,Alluvial,Zaid/Kharif
3998,Isabgol,40.67,32.93,35.31,23.02,391.68,54.0,7.18,Alluvial,Rabi
3999,Brahmi,61.19,48.84,48.13,23.35,2530.03,89.69,7.04,Peaty/Marshy,Perennial
4000,Sunn Hemp,25.0,57.85,37.05,20.75,670.22,67.06,5.65,Loamy,Kharif
4001,Sugarcane,295.02,105.46,113.68,28.28,1557.82,68.13,7.04,Red,Perennial (Annual)
4002,Groundnut,40.89,54.85,70.05,20.35,772.75,53.5,6.9,Alluvial,Kharif
4003,Bamboo,162.01,54.84,135.95,28.58,2395.89,80.35,6.07,Laterite,Perennial
4004,Cumin,44.05,27.96,20.58,21.03,273.54,32.26,7.46,Sandy Loam,Rabi
4005,Mango,143.26,53.03,120.65,29.84,1137.67,73.96,7.18,Loamy,Perennial (Fruiting: Summer)
4006,Safflower,50.42,55.78,26.46,21.76,442.5,39.07,6.14,Black,Rabi
4007,Ashwagandha,47.12,59.26,36.07,29.11,522.63,55.85,8.34,Sandy Loam,Kharif/Rabi
4008,French Bean,83.06,85.38,49.57,21.98,633.04,64.16,6.24,Alluvial,Kharif/Rabi
4009,Sugarcane,244.43,97.46,110.87,31.11,1562.49,75.97,7.35,Black,Perennial (Annual)
4010,Strawberry,108.48,100.36,135.94,0.0,851.85,74.45,5.71,Alluvial,Rabi/Winter
4011,Fig,72.51,53.2,94.87,30.72,684.23,51.52,7.8,Saline,Perennial
4012,Barley,62.75,35.6,21.03,25.42,427.04,46.96,7.31,Loamy,Rabi
4013,Tomato,108.86,88.56,104.1,27.68,760.35,74.12,6.11,Alluvial,Kharif/Rabi
4014,Onion,127.04,51.92,95.13,20.03,771.27,50.6,7.43,Alluvial,Kharif/Rabi
4015,Tea,173.0,49.55,86.41,15.18,2478.78,77.95,5.07,Forest,Perennial
4016,Ash Gourd,79.09,50.96,63.01,31.63,729.0,68.13,6.79,Alluvial,Zaid/Kharif
4017,Black Gram,28.64,44.78,38.23,30.4,715.81,50.27,6.88,Alluvial,Kharif
4018,Mustard,90.23,55.83,32.93,15.25,477.53,40.41,6.87,Alluvial,Rabi
4019,Drumstick,70.55,58.94,69.73,33.35,863.01,67.02,7.19,Sandy,Perennial
4020,Little Millet,34.39,23.63,21.72,22.94,429.68,57.53,7.24,Sandy,Kharif
4021,Opium Poppy,87.82,75.86,72.89,23.11,682.69,50.37,6.43,Loamy,Rabi
4022,Isabgol,55.74,39.21,33.22,18.72,240.23,37.38,7.26,Alluvial,Rabi
4023,Jowar,86.46,42.36,40.5,28.76,588.87,43.0,6.98,Black,Kharif
4024,Cashew Nut,75.02,35.69,40.68,23.75,2047.98,65.53,6.55,Coastal,Perennial
4025,Brinjal,118.37,58.63,78.84,29.44,797.31,79.18,7.08,Alluvial,Kharif/Rabi
4026,Barley,67.61,35.51,24.49,15.61,451.35,59.01,7.94,Alluvial,Rabi
4027,Amla,77.47,46.51,57.77,29.35,780.06,57.57,6.5,Alluvial,Perennial
4028,Lettuce,91.15,43.31,41.5,6.15,469.65,79.12,6.55,Alluvial,Rabi
4029,Makhana,71.8,54.11,42.54,26.01,2639.43,84.98,6.06,Marshy (Stagnant Water),Kharif
4030,Kinnow,136.99,76.7,105.9,29.03,1194.39,57.56,6.4,Sandy Loam,Perennial (Fruiting: Winter)
4031,Maize (Corn),121.95,74.25,40.31,26.58,675.55,73.79,6.61,Loamy,Kharif
4032,Turmeric,113.14,59.1,140.41,21.7,1512.41,73.7,5.8,Alluvial,Kharif
